"Key","Issue Type","Summary","Status","Created","Priority","Motivo Impedimento","Fix versions","Backlog","Developer Testing","Done","In Progress","Open","Presa in carico","READY IN HOTFIX","rejected","Released","TESTING IN HOTFIX","To Do-RESEVO","Waiting for support","Waiting for Support (II° Level)-10104","Total","'->Backlog","'->Developer Testing","'->Done","'->In Progress","'->Open","'->Presa in carico","'->READY IN HOTFIX","'->rejected","'->Released","'->TESTING IN HOTFIX","'->To Do-RESEVO","'->Waiting for support","'->Waiting for Support (II° Level)-10104"
"RAM-1029","Task","Fix menu secondi contatti","Released","2026-01-16 11:35","Low","","hotfix-5.424.106","0","9","117","2","-","0","0","-","4,997","0","-","-","-","5,124","2026-01-16 11:35","2026-01-16 11:37","2026-01-16 11:46","2026-01-16 11:35","","2026-01-16 11:35","2026-01-16 11:46","","2026-01-16 14:43","2026-01-16 11:46","","",""
"RAM-1028","Task","Rilascio RAB-6","Released","2026-01-16 10:10","Low","","hotfix-5.424.103","0","0","18","0","-","0","0","-","5,191","0","-","-","-","5,210","2026-01-16 10:10","2026-01-16 10:10","2026-01-16 10:10","2026-01-16 10:10","","2026-01-16 10:10","2026-01-16 10:10","","2026-01-16 10:28","2026-01-16 10:10","","",""
"RAM-1027","Bug","ELIMINA RISORSA - non compare in fase di sostituzione","Released","2026-01-16 09:08","Critical","","hotfix-5.424.103","1","8","22","44","-","5","0","-","5,192","1","-","-","-","5,272","2026-01-16 09:08","2026-01-16 09:56","2026-01-16 10:05","2026-01-16 09:13","","2026-01-16 09:08","2026-01-16 10:04","","2026-01-16 10:28","2026-01-16 10:04","","",""
"RAM-1026","Task","[CNCT] Gestione contatori surrogati","Released","2026-01-15 15:19","High","","hotfix-5.424.113","340","247","64","233","-","0","267","-","4,289","0","-","-","-","5,440","2026-01-15 15:19","2026-01-16 16:52","2026-01-19 17:26","2026-01-16 12:52","","2026-01-16 12:52","2026-01-19 12:24","","2026-01-20 09:31","2026-01-19 17:26","","",""
"RAM-1025","Task","Analisi anomalie ticket con rimborso automatico","In Progress","2026-01-15 15:10","Low","Dipendenza GNV","","0","-","-","5,450","-","0","-","-","-","-","-","-","-","5,450","2026-01-15 15:10","","","2026-01-15 15:10","","2026-01-15 15:10","","","","","","",""
"RAM-1024","Sub-task","[regulatory-service] Integrazione nuovo endpoint","Released","2026-01-15 13:59","Medium","","hotfix-5.424.113","183","317","247","228","-","0","246","-","4,289","11","-","-","-","5,521","2026-01-15 13:59","2026-01-16 11:49","2026-01-19 14:24","2026-01-15 17:02","","2026-01-15 17:01","2026-01-19 09:06","","2026-01-20 09:31","2026-01-19 14:13","","",""
"RAM-1023","Sub-task","[booking-service] Creazione nuovo endpoint","Released","2026-01-15 13:59","Medium","","hotfix-5.424.103","0","184","89","56","-","0","0","-","5,191","0","-","-","-","5,521","2026-01-15 13:59","2026-01-15 14:55","2026-01-16 08:53","2026-01-15 13:59","","2026-01-15 13:59","2026-01-15 18:30","","2026-01-16 10:28","2026-01-16 08:53","","",""
"RAM-1022","Task","Refactoring ordinamento adjustPageableForCustomSorting","Backlog","2026-01-15 10:56","Medium","","","5,643","-","-","-","-","-","-","-","-","-","-","-","-","5,643","2026-01-15 10:56","","","","","","","","","","","",""
"RAM-1020","Bug","Integrazione GTB - Errore in gestione update booking","rejected","2026-01-14 13:24","High","","","22","-","-","-","-","4","-","6,010","-","-","-","-","-","6,035","2026-01-14 13:24","","","","","2026-01-14 13:46","","2026-01-14 13:50","","","","",""
"RAM-1019","Bug","VIAGGI GESTIONE - STAMPA MAPPA NAVE","Released","2026-01-14 12:14","High","","hotfix-5.424.97","0","23","250","49","-","0","0","-","5,738","0","-","-","-","6,060","2026-01-14 12:14","2026-01-14 13:48","2026-01-14 14:11","2026-01-14 12:16","","2026-01-14 12:15","2026-01-14 14:11","","2026-01-15 09:21","2026-01-14 14:11","","",""
"RAM-1018","Task","[EULISA] Recupero passeggeri viaggio da DB e non da indice","Released","2026-01-14 10:04","Medium","","hotfix-5.424.113","27","317","247","1,038","-","0","246","-","4,289","12","-","-","-","6,175","2026-01-14 10:04","2026-01-16 11:50","2026-01-19 14:24","2026-01-14 10:31","","2026-01-14 10:31","2026-01-19 09:06","","2026-01-20 09:31","2026-01-19 14:12","","",""
"RAM-1017","Bug","Upgrade veicolo dropdown assente","Released","2026-01-14 10:04","High","","hotfix-5.424.94","0","15","14","0","-","1","0","-","6,146","0","-","-","-","6,176","2026-01-14 10:04","2026-01-14 10:05","2026-01-14 10:20","2026-01-14 10:05","","2026-01-14 10:04","2026-01-14 10:20","","2026-01-14 10:33","2026-01-14 10:20","","",""
"RAM-1016","Task","[FE] Pagina reversali - Miglioramento gestione informazioni reversale visualizzata","Released","2026-01-13 17:45","Low","","hotfix-5.424.148","2,895","96","231","1,495","-","0","0","-","1,510","29","-","-","-","6,255","2026-01-13 17:45","2026-01-27 09:54","2026-01-27 11:59","2026-01-22 08:52","","2026-01-21 18:13","2026-01-27 11:30","","2026-01-27 16:50","2026-01-27 11:30","","",""
"RAM-1015","Bug","ERRORE IN GENERAZIONE MAPPA VIAGGIO TNG-SET 17/01 - MAJESTIC (voy 45256)","Released","2026-01-13 15:40","High","","","1","1","0","34","-","0","0","-","6,343","0","-","-","-","6,379","2026-01-13 15:40","2026-01-13 16:15","2026-01-13 16:16","2026-01-13 15:41","","2026-01-13 15:41","2026-01-13 16:16","","2026-01-13 16:16","2026-01-13 16:16","","",""
"RAM-1014","Task","Rilascio in prod [RAB-5]","Released","2026-01-13 14:31","Low","","hotfix-5.424.93","0","0","36","115","-","1","54","-","6,199","41","-","-","-","6,448","2026-01-13 14:31","2026-01-13 16:28","2026-01-14 09:04","2026-01-13 14:33","","2026-01-13 14:32","2026-01-13 16:28","","2026-01-14 09:40","2026-01-13 17:23","","",""
"RAM-1013","Bug","Icona carico verificato assente","Released","2026-01-13 10:00","Low","","hotfix-5.424.143","1","0","595","4,112","-","27","0","-","1,920","5","-","-","-","6,660","2026-01-13 10:00","2026-01-23 15:59","2026-01-23 16:04","2026-01-13 10:27","","2026-01-13 10:01","2026-01-23 15:59","","2026-01-27 07:38","2026-01-23 15:59","","",""
"RAM-1012","Task","[booking-service] NullPointerException in get cart or new","Released","2026-01-12 16:27","Low","","hotfix-5.424.90","19","59","41","8","-","0","0","-","6,679","7","-","-","-","6,813","2026-01-12 16:27","2026-01-12 16:54","2026-01-12 18:07","2026-01-12 16:45","","2026-01-12 16:45","2026-01-12 17:52","","2026-01-13 09:40","2026-01-12 17:53","","",""
"RAM-1011","Task","NPE Gestione Risorse Nave - paxCapacity","Released","2026-01-12 15:50","Low","","hotfix-5.424.90","93","28","41","2","-","0","0","-","6,679","7","-","-","-","6,850","2026-01-12 15:50","2026-01-12 17:25","2026-01-12 18:07","2026-01-12 17:23","","2026-01-12 17:22","2026-01-12 17:52","","2026-01-13 09:40","2026-01-12 17:53","","",""
"RAM-1010","Task","NPE Gestione Risorse Nave - certificatedTotalPax","Released","2026-01-12 15:34","Low","","hotfix-5.424.90","108","28","41","2","-","0","0","-","6,679","7","-","-","-","6,866","2026-01-12 15:34","2026-01-12 17:25","2026-01-12 18:07","2026-01-12 17:22","","2026-01-12 17:22","2026-01-12 17:52","","2026-01-13 09:40","2026-01-12 17:53","","",""
"RAM-1009","Task","Bonifica Bed map majestic","Released","2026-01-12 15:17","Low","","","2","0","0","161","-","0","0","-","6,720","0","-","-","-","6,883","2026-01-12 15:17","2026-01-13 08:53","2026-01-13 08:54","2026-01-12 15:19","","2026-01-12 15:19","2026-01-13 08:54","","2026-01-13 08:54","2026-01-13 08:54","","",""
"RAM-1008","Task","Rilascio RAB-5","Released","2026-01-12 12:10","Medium","","hotfix-5.424.90","0","0","29","0","-","0","0","-","6,679","312","-","-","-","7,020","2026-01-12 12:10","2026-01-12 12:24","2026-01-13 09:11","2026-01-12 12:10","","2026-01-12 12:10","2026-01-12 12:24","","2026-01-13 09:40","2026-01-12 12:24","","",""
"RAM-1007","Task","Implementazione Test Emissione opzione Corporate","Done","2026-01-09 09:13","Low","","","771","925","3,898","1,236","-","246","0","-","-","0","590","-","-","7,667","2026-01-12 11:03","2026-01-16 17:36","2026-01-20 17:01","2026-01-14 12:26","","2026-01-13 16:53","2026-01-20 17:01","","","2026-01-20 17:01","2026-01-09 09:13","",""
"RAM-1006","Task","Implementazione Test Emissione prevendita OLTA","Done","2026-01-09 09:13","Low","","","1,625","715","1,018","861","-","692","2,166","-","-","0","589","-","-","7,666","2026-01-12 11:03","2026-01-20 17:00","2026-01-28 17:01","2026-01-19 09:39","","2026-01-15 15:08","2026-01-22 11:55","","","2026-01-28 17:01","2026-01-09 09:13","",""
"RAM-1005","Task","Implementazione Test Emissione prevendita B2C","Done","2026-01-09 09:15","Low","","","2,571","464","3,898","143","-","0","0","-","-","0","588","-","-","7,665","2026-01-12 11:03","2026-01-19 17:16","2026-01-20 17:01","2026-01-19 14:54","","2026-01-19 14:54","2026-01-20 17:01","","","2026-01-20 17:01","2026-01-09 09:15","",""
"RAM-1004","Task","Implementazione Test Emissione prevendita B2B","Done","2026-01-09 09:14","Low","","","2,740","1,027","1,018","495","-","1,797","0","-","-","0","589","-","-","7,665","2026-01-12 11:03","2026-01-26 15:55","2026-01-28 17:01","2026-01-23 15:40","","2026-01-19 17:42","2026-01-28 17:01","","","2026-01-28 17:01","2026-01-09 09:14","",""
"RAM-1003","Task","Implementazione Test Conversione  B2B","Presa in carico","2026-01-09 09:17","Low","","","6,910","-","-","-","-","167","-","-","-","-","586","-","-","7,663","2026-01-12 11:03","","","","","2026-01-30 15:13","","","","","2026-01-09 09:17","",""
"RAM-1002","Task","Implementazione Test Conversione  OLTA","Backlog","2026-01-09 09:15","Low","","","7,077","-","-","-","-","-","-","-","-","-","587","-","-","7,664","2026-01-12 11:03","","","","","","","","","","2026-01-09 09:15","",""
"RAM-1001","Task","Implementazione Test Annullamento  B2C","Done","2026-01-09 09:17","Low","","","6,059","0","187","0","-","830","0","-","-","0","585","-","-","7,662","2026-01-12 11:03","2026-01-30 14:52","2026-01-30 14:52","2026-01-30 14:52","","2026-01-28 17:02","2026-01-30 14:52","","","2026-01-30 14:52","2026-01-09 09:17","",""
"RAM-1000","Task","Implementazione Test Checkin completo (+ stampa)","Backlog","2026-01-09 09:19","Low","","","7,077","-","-","-","-","-","-","-","-","-","584","-","-","7,661","2026-01-12 11:03","","","","","","","","","","2026-01-09 09:19","",""
"RAM-999","Task","Implementazione Test Annullamento  Corporate","Done","2026-01-09 09:18","Low","","","1,688","0","2,276","1,519","-","691","904","-","-","0","584","-","-","7,661","2026-01-12 11:03","2026-01-22 12:02","2026-01-26 11:04","2026-01-19 10:41","","2026-01-15 16:10","2026-01-22 12:02","","","2026-01-26 11:04","2026-01-09 09:18","",""
"RAM-998","Task","Implementazione Test Checkin parziale + modifica anagrafica","Backlog","2026-01-09 09:20","Low","","","7,077","-","-","-","-","-","-","-","-","-","583","-","-","7,660","2026-01-12 11:03","","","","","","","","","","2026-01-09 09:20","",""
"RAM-997","Task","Implementazione Test Emissione opzione OLTA","Done","2026-01-09 09:11","Low","","","1,024","51","3,898","811","-","1,300","0","-","-","0","584","-","-","7,669","2026-01-12 10:55","2026-01-20 16:10","2026-01-20 17:01","2026-01-19 09:39","","2026-01-14 12:27","2026-01-20 17:01","","","2026-01-20 17:01","2026-01-09 09:11","",""
"RAM-996","Task","Stabilizzare i test flacky presenti sul QG","Done","2026-01-12 10:04","Low","","","0","0","5,717","1,369","-","49","0","-","-","0","-","-","-","7,135","2026-01-12 10:04","2026-01-15 09:43","2026-01-15 09:43","2026-01-12 10:53","","2026-01-12 10:05","2026-01-15 09:43","","","2026-01-15 09:43","","",""
"RAM-995","Task","Implementare storicizzazione su BLOCKED_TICKET_DETAIL","Backlog","2026-01-12 09:03","Medium","","","7,196","-","-","-","-","-","-","-","-","-","-","-","-","7,196","2026-01-12 09:03","","","","","","","","","","","",""
"RAM-994","Bug","sfasamento tra cabine autisti inserite in ""Gestione Risorse Nave"" e disponibilità in ""Gestione Viaggi""","Released","2026-01-12 08:52","High","","","0","0","0","287","-","2","0","-","6,911","0","-","-","-","7,200","2026-01-12 08:52","2026-01-12 14:49","2026-01-12 14:49","2026-01-12 09:01","","2026-01-12 08:53","2026-01-12 14:49","","2026-01-12 14:49","2026-01-12 14:49","","",""
"RAM-993","Bug","non è stato possibile generare la Imofal2 sia del Genova Barcellona che del Genova Tangeri voy 44891/44892 - fatta con Reservation-   Su Resevo dava errore dicendo di contattare supporto it","Released","2026-01-10 23:04","Medium","","hotfix-5.424.90","0","0","341","180","-","0","0","-","6,679","0","-","-","-","7,200","2026-01-10 23:04","2026-01-12 12:25","2026-01-12 12:31","2026-01-12 08:57","","2026-01-10 23:07","2026-01-12 12:31","","2026-01-13 09:40","2026-01-12 12:31","","",""
"RAM-992","Bug","Errore nella Reversale 2025G9500000415: il tkt. GN 08825051 risulta andato a rimborso in Reversale ed invece dovrebbe essere rimborsato con bonifico legato ad una richiesta Rimborso Del Contact","Released","2026-01-09 14:43","High","","","0","0","0","3,543","-","34","0","-","3,820","0","-","-","-","7,397","2026-01-09 14:43","2026-01-21 09:20","2026-01-21 09:20","2026-01-09 15:17","","2026-01-09 14:43","2026-01-21 09:20","","2026-01-21 09:20","2026-01-21 09:20","","",""
"RAM-991","Task","goalprsve2e1: /resevo: Disk space is critically low (used > 95%)","Released","2026-01-08 15:13","High","","","-","0","0","19","0","-","0","-","7,827","0","-","-","-","7,846","","2026-01-08 15:32","2026-01-08 15:32","2026-01-08 15:13","2026-01-08 15:13","","2026-01-08 15:32","","2026-01-08 15:32","2026-01-08 15:32","","",""
"RAM-990","Sub-task","Code refactoring","Released","2026-01-08 14:24","Low","","hotfix-5.424.103","1","26","452","1,965","-","245","0","-","5,191","16","-","-","-","7,896","2026-01-08 14:24","2026-01-15 10:14","2026-01-15 10:56","2026-01-09 09:29","","2026-01-08 14:24","2026-01-15 10:40","","2026-01-16 10:28","2026-01-15 10:40","","",""
"RAM-989","Task","Data truncation freight","rejected","2026-01-07 16:01","Low","","","1,849","-","-","-","-","-","-","6,430","-","-","-","-","-","8,279","2026-01-07 16:01","","","","","","","2026-01-13 14:50","","","","",""
"RAM-988","Bug","Stampa biglietto non funzionante nella modale di emissione","rejected","2026-01-07 10:05","Medium","","","0","-","-","104","-","10","-","8,460","-","-","-","-","-","8,574","2026-01-07 10:05","","","2026-01-07 10:16","","2026-01-07 10:06","","2026-01-07 12:55","","","","",""
"RAM-987","Bug","ANOMALIA SULLA FUNZIONE ""PRESENTAZIONE RICHIESTA - blocco massivo "" ","Released","2026-01-07 09:40","High","","hotfix-5.424.90","0","26","521","1,289","-","17","9","-","6,679","59","-","-","-","8,600","2026-01-07 09:40","2026-01-09 16:26","2026-01-09 21:17","2026-01-07 09:57","","2026-01-07 09:40","2026-01-09 16:52","","2026-01-13 09:40","2026-01-09 17:00","","",""
"RAM-986","Bug","SEGNALAZIONE PAX PMR ","Released","2026-01-06 15:42","Medium","","hotfix-5.424.90","136","0","1,781","165","-","16","0","-","6,679","0","-","-","-","8,777","2026-01-06 15:42","2026-01-07 12:29","2026-01-07 12:29","2026-01-07 09:15","","2026-01-06 17:58","2026-01-07 12:29","","2026-01-13 09:40","2026-01-07 12:29","","",""
"RAM-985","Task","BaseLoggingFlushEventListener - verifica log per entità nuove","Backlog","2026-01-05 17:53","Medium","","","9,126","-","-","-","-","-","-","-","-","-","-","-","-","9,126","2026-01-05 17:53","","","","","","","","","","","",""
"RAM-984","Bug","ERRORE NELLA VISUALIZZAZIONE DELLA DISPONIBILITA","Released","2026-01-05 15:24","Medium","","hotfix-5.424.90","0","0","821","1,494","-","1","281","-","6,679","0","-","-","-","9,276","2026-01-05 15:24","2026-01-08 16:19","2026-01-09 12:25","2026-01-05 15:25","","2026-01-05 15:24","2026-01-08 16:19","","2026-01-13 09:40","2026-01-09 12:21","","",""
"RAM-983","Task","Problemi in BaseLoggingFlushEventListener","Released","2026-01-05 14:55","High","","hotfix-5.424.74","0","4","520","180","-","0","0","-","8,600","0","-","-","-","9,305","2026-01-05 14:55","2026-01-05 17:55","2026-01-05 19:28","2026-01-05 14:55","","2026-01-05 14:55","2026-01-05 19:28","","2026-01-07 09:40","2026-01-05 19:28","","",""
"RAM-982","Task","Errore in direct update con cognome troppo lungo","Released","2026-01-05 12:25","Medium","","hotfix-5.424.74","0","68","747","0","-","0","0","-","8,600","5","-","-","-","9,420","2026-01-05 12:25","2026-01-05 12:32","2026-01-05 14:13","2026-01-05 12:25","","2026-01-05 12:25","2026-01-05 14:07","","2026-01-07 09:40","2026-01-05 14:07","","",""
"RAM-981","Bug","Testo non corretto nel messaggio di errore","Released","2026-01-02 16:20","Low","","hotfix-5.424.74","1","59","926","14","-","13","87","-","8,600","0","-","-","-","9,699","2026-01-02 16:20","2026-01-02 16:48","2026-01-05 10:14","2026-01-02 16:34","","2026-01-02 16:21","2026-01-02 17:47","","2026-01-07 09:40","2026-01-05 10:14","","",""
"RAM-980","Task","[voy-service] Gestire correttamente errore CGI allineamento contatori","Released","2026-01-02 14:14","Low","","hotfix-5.424.74","0","149","928","63","-","0","85","-","8,600","0","-","-","-","9,825","2026-01-02 14:14","2026-01-02 15:18","2026-01-05 10:12","2026-01-02 14:15","","2026-01-02 14:15","2026-01-02 17:47","","2026-01-07 09:40","2026-01-05 10:12","","",""
"RAM-979","Task","[portauthority-service] NullPointerException in gestione messaggio boarding pass","Released","2026-01-02 11:03","Low","","hotfix-5.424.74","0","329","1,013","14","-","0","0","-","8,600","0","-","-","-","9,956","2026-01-02 11:03","2026-01-02 11:18","2026-01-02 17:47","2026-01-02 11:04","","2026-01-02 11:04","2026-01-02 17:47","","2026-01-07 09:40","2026-01-02 17:47","","",""
"RAM-978","Task","Aggiungere filtro su Apache per header x-b3","Backlog","2025-12-30 15:28","Low","Dipendenza Adesso.it","","11,192","-","-","-","-","-","-","-","-","-","-","-","-","11,192","2025-12-30 15:28","","","","","","","","","","","",""
"RAM-977","Task","[FE] Validazione data in Aggiorna risorsa Veicolo","Done","2025-12-30 13:58","Low","","NEXT-RC","4,561","0","2,359","2,994","-","366","0","-","-","1,001","-","-","-","11,281","2025-12-30 13:58","2026-01-21 18:13","2026-01-26 09:41","2026-01-13 16:06","","2026-01-12 18:11","2026-01-21 18:13","","","2026-01-22 08:51","","",""
"RAM-976","Bug","BIGLIETTO CHE NON RISULTAVA CHECKINATO","Released","2025-12-29 15:01","High","","hotfix-5.424.74","0","66","2,793","238","-","1","0","-","8,600","0","-","-","-","11,698","2025-12-29 15:01","2025-12-30 10:01","2025-12-30 11:06","2025-12-29 15:02","","2025-12-29 15:02","2025-12-30 11:06","","2026-01-07 09:40","2025-12-30 11:06","","",""
"RAM-975","Task","Errore in Replace Saga","In Progress","2025-12-29 09:24","Low","In pausa","","3","-","-","11,973","-","0","-","-","-","-","-","-","-","11,976","2025-12-29 09:24","","","2025-12-29 09:27","","2025-12-29 09:26","","","","","","",""
"RAM-974","Task","[FE] Pagina reversali - Gestione informazioni reversale visualizzata","Released","2025-12-24 16:50","Low","","hotfix-5.424.93","5,355","0","118","1,321","-","0","0","-","6,199","36","-","-","-","13,030","2025-12-24 16:50","2026-01-13 16:06","2026-01-13 16:43","2026-01-09 09:05","","2026-01-09 09:05","2026-01-13 16:06","","2026-01-14 09:40","2026-01-13 16:06","","",""
"RAM-973","Task","[FE] Aggiunta snackbar con risultato dopo cambio nave / tratta","Released","2025-12-24 15:17","Low","","hotfix-5.424.90","4,962","281","665","485","-","0","0","-","6,679","49","-","-","-","13,122","2025-12-24 15:17","2026-01-09 09:04","2026-01-09 15:35","2026-01-08 08:45","","2026-01-08 08:45","2026-01-09 14:45","","2026-01-13 09:40","2026-01-09 14:45","","",""
